Word 		 frequency
placard			1
placards			1
place			109
placea			1
placed			36
placeless			2
placelessly			1
placep			1
places			18
placesstem			1
placewhere			1
placid			1
placidity			2
placidly			1
placing			7
plague			5
plagues			1
plaguey			1
plaguy			2
plaid			1
plain			39
plainest			2
plainly			38
plainmakes			1
plains			3
plaintiffs			6
plaintive			1
plaintively			1
plaintiveness			1
plaited			4
plaits			1
plan			10
plane			7
planed			2
planeiron			1
planet			3
planetarily			1
planets			3
planing			2
planisphere			2
plank			16
planks			32
planned			1
plans			1
plant			3
plantation			3
planted			14
planting			4
plaster			1
plastertied			1
plata			2
plate			7
plates			7
platform			1
platformed			1
plato			1
platonian			2
platonic			1
platonist			1
platonists			1
platos			1
platters			1
plaudits			1
plausible			1
play			23
played			2
players			1
playfellow			1
playful			3
playfully			1
playing			5
plays			2
plaything			1
playthis			1
playwearied			1
plazza			1
pleadings			2
pleasant			16
pleasantly			1
pleasantness			1
please			15
pleased			9
pleases			1
pleasing			1
pleasure			4
pleasuringaye			1
pleated			4
plebeian			1
pledge			3
pledges			1
plentiful			1
plentifully			1
plenty			15
plentygrunted			1
plethoric			1
pliable			1
plied			1
plight			5
pliny			6
plinys			1
ploughed			1
ploughing			2
ploughshare			1
plowdon			2
pluck			2
plucked			3
plug			3
plugged			1
plughole			1
plumage			3
plumagelike			1
plumb			1
plumbs			1
plumed			1
plumes			1
plummetout			1
plump			4
plumping			1
plumpudding			2
plumpuddingers			1
plums			1
plunder			2
plunge			3
plunged			9
plunging			6
plungingly			1
plungings			1
plurality			1
ply			2
plying			3
pm			1
pocket			10
pocketing			1
pockets			7
pocketshear			1
pod			4
pods			4
poem			2
poet			2
poetic			3
poetical			2
poets			2
point			66
pointed			26
pointest			1
pointhis			1
pointing			14
pointless			1
points			13
poise			2
poised			3
poising			2
poison			4
poisonous			3
poke			3
poked			1
poker			1
poland			2
polar			12
pole			19
polelike			1
polepointed			1
poles			10
police			1
policeman			1
policemen			1
policy			5
polish			1
polished			7
polishing			1
polite			5
politely			4
politeness			1
political			2
pollard			3
poltroon			2
polynesia			1
polynesian			2
polynesians			1
pomatum			1
pommel			1
pomp			1
pompeys			1
pomps			1
poncho			1
ponchos			1
pond			2
pondered			4
pondering			3
ponderings			1
ponderingwhile			1
ponderosity			1
ponderous			12
poniard			1
poniards			1
pontoppodan			1
pony			1
pooh			3
pool			5
poop			1
poor			105
poorbox			1
poorest			1
poorly			1
pop			1
popayan			1
pope			2
popped			1
popping			1
popular			8
popularize			1
popularly			8
population			2
populous			2
populousness			1
porch			2
porches			1
porcupine			1
pore			1
poring			2
pork			2
porpoise			16
porpoisea			1
porpoises			7
porpoisethe			1
porpoisethis			1
port			22
porta			1
portable			3
portcullis			2
portent			1
portentous			5
portentousness			2
portentouswhy			1
portents			5
porter			1
porthe			1
porthole			2
portholes			2
portion			3
portions			3
portly			4
portrait			4
portraits			1
ports			7
portugal			1
portuguese			3
porus			2
poser			1
posies			1
position			15
positive			3
positively			1
posse			2
possess			4
possessed			6
possesses			2
possessing			2
possession			12
possessions			1
possibilities			2
possibility			5
possible			29
possibly			30
post			7
postboy			1
postcaptain			1
postdiluvian			1
posted			7
posterity			4
postman			1
postmortemizing			1
postoffice			1
postpone			1
postponedly			1
postponing			1
postscript			1
posture			5
pot			1
potatoes			1
potencies			1
potency			5
potent			6
potentates			1
potentially			1
potion			1
potluck			2
pots			13
potters			1
pottery			1
pottowottamie			1
potts			1
pottsfich			1
pouch			2
pounce			1
pound			5
pounded			1
pounds			4
pour			5
poured			5
pouring			3
pours			2
pout			3
povelson			1
povelsondeclaring			1
povertystricken			1
powder			6
powdercasks			1
powdered			1
powderpan			1
powderpans			1
power			38
powerful			2
powerfully			1
powerless			2
powers			7
practicable			4
practical			13
practically			4
practices			1
practised			3
praetorians			1
prairie			11
prairielike			1
prairies			6
praises			1
prate			1
prating			1
pray			7
prayed			2
prayer			4
prayers			6
praying			3
preach			4
preacher			3
preachers			1
preaching			2
preadamite			3
precaution			1
precautionary			1
precede			2
preceded			2
precedence			1
precedents			1
precedes			1
preceding			6
precincts			1
precious			18
preciousness			1
precipice			1
precipitancy			2
precipitating			1
precise			19
precisely			25
preciselyhaving			1
preciselywho			1
precision			3
predecessor			1
predecessors			1
predestinated			4
predestinating			1
predicament			1
predicted			1
prediction			1
predictions			2
predominating			1
preeminence			2
preeminent			1
preeminently			1
prefecture			1
prefer			2
preferred			1
prefers			2
prefigured			1
prefix			1
pregnant			3
prehensile			2
prejudices			3
preliminaries			2
preliminary			8
preluding			3
prelusive			1
premature			2
prematurely			2
premeditated			1
premised			1
premises			2
premiseshow			1
premium			2
premonitory			1
preparation			3
preparations			2
preparative			1
preparatives			1
prepare			4
prepared			11
prepares			1
preparing			3
preposterous			2
presaged			1
presaging			1
presbyterian			3
prescience			1
prescient			1
prescribed			1
prescription			1
prescriptive			1
presence			6
present			79
presentations			2
presented			19
presentiment			2
presentiments			1
presenting			2
presently			18
presentlyall			1
presentment			1
presents			7
preserve			6
preserved			4
preserving			3
preside			1
presided			2
presidency			1
president			1
presides			1
presiding			2
press			3
pressed			9
pressing			1
pressure			4
prestige			2
presto			2
presumable			1
presume			4
presumed			9
presuming			1
presumption			3
pretend			7
pretending			1
preternatural			5
preternaturalness			1
pretty			28
prevail			3
prevailed			3
prevailing			1
prevalent			1
prevent			6
prevented			2
preventer			1
prevents			1
previous			36
previously			17
prey			11
preymore			1
preywhy			1
price			1
prices			2
prick			6
pricked			1
pricking			3
pride			8
priest			9
priests			5
priestswell			1
primal			4
primary			2
prime			6
primers			1
primeval			1
primitive			3
primitively			1
primogenitures			1
prince			4
princely			2
princes			2
princess			1
principal			5
principle			8
principles			4
print			2
printed			4
printing			1
prints			3
prior			7
priority			3
prison			2
prisoner			2
prisoners			1
private			13
privateers			1
privation			1
privations			1
privilege			7
privileges			2
prize			3
proas			1
probabilities			1
probability			6
probable			6
probably			12
probationary			1
probed			1
problem			8
problematical			1
problems			2
procedure			5
procedureshe			1
proceed			13
proceeded			5
proceeding			5
proceedings			5
proceednow			1
proceeds			8
process			5
processing			1
procession			3
processions			3
proclaimed			1
proclamation			1
procopius			2
procopiuss			1
procure			2
procured			2
procuring			1
prodigies			3
prodigious			18
prodigiously			1
prodigy			3
prodromus			1
produce			6
produced			8
produces			1
producing			6
production			2
productive			1
profane			3
profaned			1
profanely			2
professed			1
profession			5
professional			5
professions			2
professor			5
professors			1
proffer			1
profile			5
profiles			1
profit			5
profitable			1
profitably			1
profits			4
profound			20
profounder			2
profoundest			5
profoundly			3
profundities			4
profundity			2
profuse			1
profusion			1
progenitors			1
progeny			3
programme			1
progress			4
progression			3
progressive			1
prohibition			1
project			86
projected			3
projecting			10
projections			1
projects			2
prolonged			11
prolongingly			1
prolongings			1
promenade			1
prometheus			4
prominence			2
prominent			1
prominently			2
promise			6
promised			3
promises			1
promiseto			1
promising			4
promissory			1
promontories			1
promontory			3
promoting			2
promotion			3
promptitude			1
promptly			1
prompts			1
prone			1
pronged			2
pronounced			5
pronouncing			3
proof			2
proofread			1
prop			1
propellers			1
propensity			2
proper			32
properly			9
properties			1
property			8
prophecies			1
prophecy			4
prophesied			1
prophesies			1
prophesy			1
prophesyd			1
prophet			14
prophetic			1
prophets			3
propontis			4
proportion			3
proportionate			2
proportioned			1
proportions			3
propose			4
proposed			3
propped			1
proprietary			1
proprietor			2
proprietors			3
propriety			2
props			1
propulsion			1
prose			1
prosecuted			1
prosecution			3
prospect			5
prospectively			1
prospects			4
prosperous			1
prostrate			1
prostration			1
protect			4
protected			1
protection			4
protestant			1
protested			1
protesting			1
protracted			2
protruded			1
protruding			1
protrusion			1
protuberance			1
proud			8
prouder			3
proudly			3
prove			13
proved			16
proverb			4
proverbial			1
proverbially			1
proves			1
provide			9
provided			10
providence			3
provident			1
providential			1
providentially			1
provides			2
providing			6
province			2
provinces			1
provincial			1
provincialisms			1
provincials			1
proving			1
provision			3
provisions			1
provocation			1
provoke			1
provoked			1
prow			20
prowdeathglorious			1
prowling			1
prows			3
prudent			7
prudential			3
prudently			1
pruninghook			1
pry			4
pryed			1
prying			3
prynne			2
psalmody			3
ptolemy			1
public			14
publicly			1
published			8
publisher			1
pudding			1
puddingheaded			1
puddingheads			1
puddings			1
puff			6
puffed			1
puffing			4
puffs			5
pugilists			1
pugnacious			2
puissant			1
pull			41
pulled			13
pulling			24
pullpull			1
pulls			1
pulpit			15
pulpits			3
pulpy			1
pulsations			1
pulse			3
pulverize			2
pump			4
pumphandles			1
pumping			2
pumps			15
punch			4
punchbowl			4
punchbowls			1
punchbowltaking			1
puncheons			1
punches			1
punctilious			2
punctiliously			1
punctual			1
punctually			1
punctured			1
punctures			1
punishment			3
punitive			1
pupella			3
pupils			2
purchas			2
purchased			4
purchasing			1
pure			8
purely			3
purest			3
purewatered			1
purge			1
puritanic			1
puritans			1
purple			6
purplish			3
purporting			3
purpose			41
purposed			1
purposeless			1
purposely			3
purposes			3
purposing			2
purr			1
purse			7
pursed			1
pursue			2
pursued			9
pursuers			5
pursuing			5
pursuit			22
pursuitmere			1
pursuits			2
purty			1
push			6
pushed			15
pushes			1
pushing			6
pusie			1
put			72
puts			3
putting			16
puzzle			3
puzzled			3
puzzling			2
pyramid			6
pyramidical			2
pyramids			3
pyramidso			1
pyres			1
pyrrho			1
pythagoras			1
pythagorean			1
quadrant			8
quadruped			2
quadrupeds			2
quaff			1
quaffed			1
quahogs			1
quailed			1
quaint			2
quaintness			1
quaked			1
quaker			10
quakeress			1
quakeresss			1
quakerish			1
quakerism			1
quakers			3
qualified			3
qualities			5
quality			7
quantity			10
quarantine			1
quarrel			1
quarrelsomedont			1
quarrelsomely			1
quarried			2
quarter			14
quarterboat			2
quarterdeck			30
quarters			5
quarterthis			1
quarto			4
quarts			1
quay			1
quebec			2
queen			12
queengold			1
queenly			1
queenpinmoney			1
queens			7
queequeg			211
queequega			1
queequegall			1
queequegespecially			1
queequegin			1
queequegnot			1
queequegoh			1
queequegqueequegall			1
queequegs			27
queequegthe			1
queequegwhy			1
queer			39
queerest			3
queerqueer			1
quenchless			1
quest			10
question			29
questionable			1
questionably			1
questioned			2
questioning			2
questionings			1
questions			7
quick			37
quicken			1
quickening			1
quicker			2
quickest			1
quickly			21
quicksand			1
quicksilver			1
quid			1
quiescence			1
quiescent			2
quiet			12
quietest			1
quietly			19
quietude			4
quig			1
quill			4
quills			2
quilt			2
quilted			1
quit			8
quite			41
quito			3
quits			1
quitted			4
quitthe			1
quitting			6
quiver			2
quivered			1
quivering			4
quivers			2
quog			1
quoggy			1
quohog			9
quohogs			1
quoin			3
quoins			1
quote			1
quoted			3
rabbins			1
rabble			1
rabelais			1
rabid			1
race			16
raced			1
racehorse			1
races			1
rachel			5
rachels			1
racing			1
rack			9
racket			2
rad			2
radiance			2
radiant			1
radiates			1
radiating			3
radical			1
radney			20
radneys			1
rads			1
rafted			1
rafters			2
rafts			1
rag			2
ragamuffin			1
rage			9
ragethat			1
ragged			4
raging			5
rags			3
rail			9
railing			1
railroads			1
rails			1
railway			1
railways			1
raiment			2
rain			5
rainbow			2
rainbowed			2
rainbows			2
rains			2
rainy			1
raise			8
raised			20
raises			6
raising			4
rake			2
raked			1
rakes			1
rallied			3
rallies			1
rally			2
ram			3
ramadan			10
ramadanbut			1
ramadans			2
rambled			1
ramblings			1
ramlecherous			1
rammed			2
ramming			1
rampart			3
ramparts			1
ran			23
randolphs			1
random			4
rang			1
ranged			8
ranges			1
ranging			7
rank			2
ranks			2
rap			3
rapacious			2
rapid			12
rapidity			1
rapidly			19
rapping			1
rapscallions			1
rapt			2
rapture			1
rare			15
rarely			2
rarities			1
rarmai			1
rascal			6
rascally			1
rascals			1
rat			1
rate			17
rates			1
ratethough			1
rather			68
ratification			1
ratifying			1
rats			1
rattat			1
rattle			1
rattler			2
rattling			4
raved			1
ravening			1
ravenous			1
ravines			1
raving			2
ravished			1
raw			1
ray			3
rays			6
rayther			1
razed			1
razor			2
razorback			1
razorbackof			1
razors			1
razorsthe			1
reach			14
reached			19
reaches			1
reaching			13
read			30
readable			2
reader			5
readily			13
readiness			5
reading			9
reads			2
ready			37
readyjust			1
readymanned			1
real			23
realities			1
reality			7
realize			1
realizing			1
really			30
reap			1
reaped			3
reapers			1
reaping			1
reappearance			2
reappeared			2
reappearing			1
rear			21
rearing			5
rearthan			1
rearward			1
reason			63
reasona			1
reasonable			9
reasonableness			1
reasonably			2
reasonest			1
reasoning			4
reasons			11
rebel			1
rebelled			1
rebelling			1
rebellion			3
rebels			1
rebounds			1
rebut			1
recall			6
recalled			5
recalledthe			1
recede			1
receding			2
receipt			2
receive			11
received			30
receives			3
receiving			14
recent			2
recentest			1
recently			5
receptacle			1
reception			1
rechristened			1
rechurned			1
reciprocally			1
reciprocating			2
reckless			5
recklessly			6
recklessness			2
reckon			2
reckoned			1
reckoning			6
reclines			1
reclining			5
recluse			1
recluseness			1
recognise			2
recognised			9
recognition			3
recoil			3
recollection			2
recommended			2
recommends			1
reconciled			2
recondite			2
record			7
recorded			4
records			1
recounted			2
recover			2
recovered			3
recoveredso			1
recovers			1
recovery			3
recreate			1
recrossed			2
recrossing			1
recruit			1
recumbent			2
recur			1
recurred			1
recurring			2
red			34
redbilled			1
redcheeked			2
reddened			1
reddenest			1
reddening			2
redder			1
reddish			1
redeemed			2
redeeming			1
redhaired			1
rediscovery			2
redistribute			1
redistributing			2
redistribution			2
redmen			2
redness			4
redolent			1
redoubled			2
redoubted			1
reduced			2
redundant			2
reef			3
reefed			3
reefing			1
reefscommerce			1
reel			9
reeled			6
reeling			4
reelingly			1
reelman			1
reeving			1
refer			3
reference			13
references			2
referred			4
referring			2
refill			3
refining			1
refiningly			1
reflected			2
reflection			6
reflections			4
reforming			1
refrained			4
refreshing			1
refrigerators			1
refuge			4
refuges			1
refund			10
refuse			6
refused			4
refuses			1
refusing			1
regained			1
regal			4
regale			1
regard			9
regarded			23
regardful			1
regarding			5
regardings			1
regardless			1
regards			2
regent			1
regiments			1
regina			1
region			4
regions			4
registered			2
reglar			1
regular			23
regularity			1
regularly			18
regulating			2
regulations			1
reharpooned			1
rehearse			1
rehearsed			2
rehearsing			1
rehearsingsinging			1
reign			3
reigned			6
reigneth			1
reigning			1
reigns			2
reined			1
reinforced			1
reinforcement			1
reiterated			1
reiterating			1
rejecting			2
rejection			1
rejoice			2
rejoicing			2
rejoinder			2
rejoined			3
relapses			1
related			6
relation			2
relations			1
relative			2
relatively			1
relatives			1
relaxed			4
relent			1
